Name,Type,S,G,S R,M S,H S,T S,G S,H L,T L,P,Diet
m6,Herbivore,Male,0.59,87.16,41.78,2.27,1.17,1.46,0.3,0.33,1.79,0.03
h2,Herbivore,Male,0.55,93.75,41.22,2.1,1.17,2.73,0.17,0.33,0.57,0.03
f2,Herbivore,Male,0.55,93.75,41.22,2.1,1.17,2.73,0.17,0.33,1.06,0.03
g2,Herbivore,Female,0.09,93.75,38.26,2.72,2.69,2.87,0.17,0.33,1.87,0.03
h2,Herbivore,Female,0.29,93.75,38.26,2.72,1.17,1.15,0.17,0.33,1.87,0.03
g6,Herbivore,Male,0.59,87.16,41.78,2.27,1.92,1.06,0.59,0.41,1.04,0.03
j6,Herbivore,Female,0.04,87.16,41.78,2.92,1.92,1.06,0.59,0.22,1.04,0.03
k2,Herbivore,Female,0.32,45.84,38.26,2.72,2.14,1.15,0.17,0.22,1.04,0.03
h2,Herbivore,Female,0.15,74.04,38.26,2.72,1.17,1.61,0.17,0.33,1.87,0.03
g2,Herbivore,Female,0.15,74.04,38.26,2.72,1.17,1.61,0.38,0.12,1.04,0.03
l6,Herbivore,Female,0.04,87.16,41.78,2.92,1.92,2.35,0.59,0.22,1.04,0.03
g2,Herbivore,Female,0.32,45.84,29.92,2.72,2.14,1.15,0.48,0.7,1.04,0.03
i2,Herbivore,Female,0.13,74.04,38.26,2.92,1.92,2.35,0.59,0.22,1.04,0.03
f2,Herbivore,Female,0.32,87.16,41.78,2.92,1.92,2.35,0.59,0.22,1.04,0.03
g2,Herbivore,Female,0.32,87.16,41.78,1.51,2.12,1.96,0.59,0.22,1.04,0.03
i2,Herbivore,Female,0.32,87.16,12.31,1.51,2.12,1.96,0.59,0.22,1.04,0.03
j6,Herbivore,Female,0.04,87.16,41.78,2.92,1.92,2.35,0.59,0.35,1.04,0.03
g2,Herbivore,Male,0.84,87.16,12.31,1.51,1.56,1.08,0.59,0.59,0.95,0.03
i2,Herbivore,Male,0.53,76.07,41.78,2.92,1.92,2.35,0.59,0.35,1.04,0.03
h2,Herbivore,Female,0.07,74.04,37.52,2.92,1.92,2.35,0.59,0.22,1.04,0.03
i2,Herbivore,Male,0.53,76.07,41.78,2.92,1.92,2.35,0.59,0.35,0.9899999,0.03
j2,Herbivore,Male,0.53,76.07,41.78,2.07,1.92,2.01,0.59,0.4,1.99,0.03
i2,Herbivore,Female,0.07,61.06,37.52,2.92,1.92,2.35,0.17,0.4,1.99,0.03
h2,Herbivore,Male,0.53,38.44,29.15,2.8,1.92,2.01,0.5,0.4,0.97,0.03
i2,Herbivore,Female,0.07,27.87,37.52,2.92,1.92,2.63,0.5,0.2,0.97,0.03
i2,Herbivore,Male,0.55,38.44,47.71,2.95,1.92,2.01,0.5,0.4,0.97,0.03
f2,Herbivore,Male,0.55,32.48,42.47,2.95,1.92,2.01,0.5,0.56,0.97,0.03
g2,Herbivore,Male,0.55,32.48,42.47,2.95,1.92,2.01,0.5,0.12,0.97,0.03
g2,Herbivore,Female,0.07,27.87,37.52,2.92,2.9,0.82,0.62,0.2,0.97,0.03
f2,Herbivore,Male,0.55,32.48,41,2.92,1.92,2.35,0.59,0.35,1.04,0.03
h2,Herbivore,Female,0.3,27.87,37.52,2.92,2.9,0.82,0.62,0.2,0.97,0.03
h2,Herbivore,Male,0.55,32.48,41,2.92,1.92,2.35,0.59,0.35,1.04,0.03
h2,Herbivore,Female,0.3,27.87,41.78,1.54,1.92,2.35,0.59,0.68,1.04,0.03
j6,Herbivore,Female,0.04,87.16,34.19,2.92,1.92,1.59,0.59,0.41,1.04,0.03
j2,Herbivore,Female,0.3,17.69,34.19,2.92,1.92,1.59,0.59,0.14,1.04,0.03
f2,Herbivore,Male,0.55,32.48,41,2.92,1.92,2.35,0.59,0.35,0.76,0.03
i2,Herbivore,Female,0.3,17.69,34.19,2.53,1.92,0.72,0.59,0.41,1.04,0.03
k6,Herbivore,Female,0.04,87.16,34.19,1.58,1.92,1.59,0.59,0.41,0.61,0.03
h2,Herbivore,Male,0.55,32.48,41,2.92,1.05,2.35,0.59,0.41,1.04,0.03
f2,Herbivore,Male,0.55,32.48,40.72,2.92,1.05,2.35,0.59,0.57,0.61,0.03
g2,Herbivore,Male,0.55,17.69,34.19,1.04,1.92,0.72,0.59,0.41,1.04,0.03
g2,Herbivore,Female,0.17,69.07,34.19,1.04,2.35,0.72,0.59,0.63,1.04,0.03
g2,Herbivore,Male,0.97,69.07,36.93,1.04,2.35,0.72,0.59,0.63,1.04,0.03
i2,Herbivore,Male,0.97,69.07,36.93,1.04,2.35,0.72,0.59,0.63,1.26,0.03
i2,Herbivore,Male,0.97,82.27,23.13,1.04,2.35,0.72,0.22,0.63,1.26,0.03
i2,Herbivore,Female,0.08,82.27,23.13,1.04,1.21,0.72,0.22,0.63,1.13,0.03
i2,Herbivore,Female,0.08,82.27,9.71,1.04,1.21,0.72,0.22,0.63,0.73,0.03
j2,Herbivore,Female,0.3,17.69,34.19,2.53,1.92,0.72,0.59,0.65,0.73,0.03
h2,Herbivore,Female,0.3,41.23,9.71,1.04,1.21,0.72,0.37,0.38,1.29,0.03
g2,Herbivore,Female,0.08,62.58,9.71,1.04,1.21,0.72,0.22,0.63,0.73,0.03
g2,Herbivore,Male,0.55,32.42,9.71,1.04,1.21,0.72,0.22,0.63,1.86,0.03
h2,Herbivore,Female,0.08,62.58,9.71,1.04,1.21,0.72,0.22,0.63,1.05,0.03
i2,Herbivore,Female,0.08,62.58,9.71,1.04,1.21,0.72,0.22,0.63,1.05,0.03
j6,Herbivore,Female,0.04,28.6,34.19,1.58,1.92,1.59,0.59,0.41,0.61,0.03
g2,Herbivore,Female,0.48,26.58,19.15,1.04,1.21,0.72,0.56,0.11,1.05,0.03
k6,Herbivore,Female,0.24,26.58,19.15,1.04,1.21,0.72,0.56,0.61,1.05,0.03
m6,Herbivore,Female,0.24,26.58,19.15,1.04,1.21,0.72,0.56,0.39,1.05,0.03
l6,Herbivore,Female,0.24,26.58,19.15,1.04,1.21,0.72,0.56,0.55,1.05,0.03
g2,Herbivore,Female,0.48,26.58,19.15,2.96,1.21,0.72,0.56,0.11,1.05,0.03
h2,Herbivore,Female,0.48,88.89,41.13,2.59,1.21,0.72,0.56,0.55,1.05,0.03
f2,Herbivore,Female,0.48,88.89,42.72,1.18,1.21,0.72,0.46,0.55,1.05,0.03
f2,Herbivore,Female,0.48,88.89,42.72,1.18,1.21,0.72,0.46,0.55,1.65,0.03
l6,Herbivore,Female,0.24,26.58,39.18,1.04,1.21,2.97,0.56,0.55,1.65,0.03
f2,Herbivore,Female,0.48,88.89,42.72,1.18,1.21,0.72,0.46,0.55,1.65,0.03
i2,Herbivore,Female,0.48,88.89,42.72,1.91,1.24,0.72,0.46,0.61,1.65,0.03
f2,Herbivore,Female,0.19,88.89,42.72,1.91,1.24,0.72,0.46,0.61,1.65,0.03
h2,Herbivore,Female,0.19,88.89,42.72,1.89,1.24,0.72,0.46,0.61,1.65,0.03
j6,Herbivore,Female,0.24,26.58,39.18,1.04,1.21,0.72,0.54,0.61,1.65,0.03
g2,Herbivore,Female,0.19,56.79,30.21,1.89,1.24,1.63,0.33,0.61,1.65,0.03
g2,Herbivore,Female,0.19,56.79,30.21,1.89,2.5,0.93,0.11,0.61,1.65,0.03
h2,Herbivore,Female,0.33,56.79,30.21,1.78,2.5,1.15,0.62,0.61,0.81,0.03
j6,Herbivore,Female,0.14,71.02,43.24,1.04,2.97,1.63,0.33,0.61,1.65,0.03
i2,Herbivore,Female,0.19,57.43,30.21,1.89,1.05,1.63,0.33,0.61,1.82,0.03
g2,Herbivore,Female,0.19,57.43,30.21,1.89,2.55,1.04,0.33,0.61,1.82,0.03
i2,Herbivore,Female,0.48,57.43,30.21,1.89,2.55,1.04,0.62,0.61,0.81,0.03
i2,Herbivore,Female,0.48,57.43,30.21,1.89,1.7,1.04,0.62,0.61,0.81,0.03
g2,Herbivore,Female,0.14,71.02,43.24,1.04,2.14,1.7,0.33,0.61,1.65,0.03
i2,Herbivore,Female,0.33,56.79,30.21,1.99,1.39,1.7,0.66,0.61,1.4,0.03
h2,Herbivore,Female,0.15,77.79,43.24,2.56,2.97,1.63,0.33,0.61,1.65,0.03
f2,Herbivore,Female,0.15,77.79,43.24,1.49,2.97,2.49,0.66,0.61,1.4,0.03
i2,Herbivore,Female,0.15,77.79,43.24,1.49,2.97,2.49,0.66,0.61,1.4,0.03
g2,Herbivore,Female,0.15,77.79,43.24,1.49,1.27,1.63,0.33,0.61,0.77,0.03
f2,Herbivore,Female,0.15,59.93,43.24,1.49,1.27,1.63,0.33,0.61,0.77,0.03
h2,Herbivore,Male,0.82,56.79,30.21,1.99,1.39,1.63,0.19,0.54,1.65,0.03
g2,Herbivore,Female,0.15,59.93,43.24,1.49,1.59,1.63,0.33,0.61,0.77,0.03
m6,Herbivore,Female,0.14,71.02,42.24,2.09,2.68,1.63,0.33,0.61,1.65,0.03
i2,Herbivore,Female,0.15,59.93,43.24,1.49,1.59,1.85,0.61,0.61,0.77,0.03
h2,Herbivore,Female,0.15,88.91,43.24,2.13,1.59,1.85,0.33,0.61,0.77,0.03
h2,Herbivore,Female,0.15,88.91,38.32,2.13,1.59,2.11,0.33,0.61,1.59,0.03
i2,Herbivore,Female,0.15,88.91,38.32,2.13,1.59,2.11,0.33,0.61,1.59,0.03
h2,Herbivore,Female,0.15,93.95,38.32,2.51,1.59,2.11,0.33,0.61,1.59,0.03
g2,Herbivore,Female,0.15,93.95,24.25,2.94,1.59,1.63,0.47,0.61,1.65,0.03
j6,Herbivore,Female,0.15,93.95,25.04,2.94,1.59,1.63,0.47,0.61,1.32,0.03
g2,Herbivore,Female,0.15,93.95,24.25,1.99,1.39,1.63,0.12,0.54,1.65,0.03
j2,Herbivore,Female,0.15,93.95,24.25,1.99,1.39,1.63,0.12,0.54,1.65,0.03
i2,Herbivore,Female,0.15,93.95,48.08,1.03,1.39,1.63,0.12,0.51,1.65,0.03
g2,Herbivore,Female,0.15,93.95,48.08,2.94,2.57,1.63,0.47,0.61,1.32,0.03
j2,Herbivore,Female,0.15,93.95,17.42,2.94,1.61,1.63,0.23,0.61,1.76,0.03
f2,Herbivore,Male,0.82,40.11,30.21,2.94,1.61,1.63,0.42,0.61,1.76,0.03
l6,Herbivore,Female,0.15,93.95,44.33,1.44,1.59,1.63,0.47,0.3,1.73,0.03
h2,Herbivore,Female,0.15,33.49,17.42,2.94,1.61,1.63,0.47,0.3,1.73,0.03
h2,Herbivore,Female,0.15,33.49,17.42,2.94,1.61,1.63,0.47,0.53,1.73,0.03
h2,Herbivore,Female,0.35,99.4,17.42,2.94,1.61,1.63,0.47,0.53,1.41,0.03
j2,Herbivore,Female,0.35,99.4,17.42,2.94,1.61,1.63,0.47,0.53,1.41,0.03
j2,Herbivore,Female,0.35,66.29,17.42,2.94,1.61,1.63,0.47,0.53,1.41,0.03
g2,Herbivore,Female,0.35,66.29,17.42,2.02,1.61,1.63,0.47,0.61,1.76,0.03
i2,Herbivore,Female,0.03,40.11,30.21,2.94,1.61,1.63,0.42,0.61,1.76,0.03
i2,Herbivore,Female,0.37,66.29,17.42,2.02,1.61,1.63,0.57,0.61,1.76,0.03
i2,Herbivore,Female,0.37,66.29,17.42,2.02,1.59,1.63,0.47,0.3,1.73,0.03
f2,Herbivore,Female,0.37,66.29,17.42,2.02,1.59,1.63,0.47,0.3,1.31,0.03
j2,Herbivore,Female,0.03,66.29,13.73,1.03,1.59,1.63,0.47,0.3,1.31,0.03
g2,Herbivore,Male,0.9899999,66.29,13.73,1.03,1.59,1.63,0.47,0.3,1.68,0.03
k6,Herbivore,Female,0.14,93.95,17.42,2.02,1.59,1.63,0.47,0.38,1.31,0.03
g2,Herbivore,Female,0.37,66.29,17.42,1.77,2.01,1.63,0.47,0.3,1.31,0.03
g2,Herbivore,Female,0.37,66.29,17.42,1.77,2.01,1.63,0.47,0.3,1.31,0.03
j2,Herbivore,Female,0.37,66.29,17.42,1.77,2.01,1.61,0.47,0.3,1.31,0.03
g2,Herbivore,Female,0,19.55,43.42,1.77,2.01,1.61,0.47,0.56,1.31,0.03
f2,Herbivore,Female,0,19.55,43.42,1.77,2.01,1.61,0.51,0.56,1.31,0.03
i2,Herbivore,Female,0,19.55,43.42,1.77,2.01,2.51,0.51,0.56,1.31,0.03
j2,Herbivore,Female,0,19.55,49.54,2.8,2.01,2.51,0.59,0.66,1.31,0.03
j2,Herbivore,Female,0,19.55,49.54,1.74,1.59,1.63,0.16,0.3,1.52,0.03
i2,Herbivore,Female,0,19.55,49.54,1.74,1.59,1.63,0.16,0.3,1.52,0.03
h2,Herbivore,Female,0,19.55,49.54,1.74,1.09,1.63,0.16,0.3,0.83,0.03
l6,Herbivore,Male,0.85,93.95,17.42,2.02,1.59,1.63,0.47,0.3,1.68,0.03
h2,Herbivore,Male,0.9899999,66.29,13.73,1.03,1.59,1.74,0.16,0.4,0.83,0.03
g2,Herbivore,Male,0.73,19.55,49.54,1.74,1.09,1.63,0.16,0.3,0.83,0.03
g2,Herbivore,Male,0.73,19.55,17.42,2.02,1.59,1.63,0.47,0.3,1.68,0.03
h2,Herbivore,Male,0.73,91.18999,49.08,2.02,1.59,1.74,0.16,0.4,1.93,0.03
j2,Herbivore,Male,0.9,91.18999,49.08,2.02,1.59,1.74,0.48,0.4,0.65,0.03
g2,Herbivore,Male,0.9,66.29,13.73,1.03,1.59,0.82,0.16,0.32,1.51,0.03
j2,Herbivore,Male,0.9,42.85,13.73,2.83,1.59,0.82,0.16,0.4,0.83,0.03
i2,Herbivore,Male,0.9,42.85,13.13,2.83,1.59,0.82,0.51,0.52,0.83,0.03
f2,Herbivore,Female,0.01,66.29,46.76,2.55,1.74,1.74,0.16,0.64,0.83,0.03
h2,Herbivore,Male,0.76,66.29,9.99,2.55,1.99,1.74,0.16,0.55,1.33,0.03
h2,Herbivore,Male,0.76,44.68,9.99,2.55,2.93,2.67,0.16,0.4,0.83,0.03
h2,Herbivore,Male,0.76,44.68,9.99,2.55,2.93,2.67,0.16,0.4,0.83,0.03
i2,Herbivore,Female,0.42,44.68,37.06,2.55,2.93,2.35,0.13,0.4,0.83,0.03
h2,Herbivore,Female,0.42,44.68,37.06,2.55,1.92,2.35,0.13,0.4,0.83,0.03
i2,Herbivore,Female,0.42,44.68,37.06,2.55,1.59,1.74,0.16,0.4,0.83,0.03
g2,Herbivore,Female,0.42,80.28,29.68,2.02,2.64,1.63,0.47,0.3,2,0.03
g2,Herbivore,Female,0.42,80.28,29.68,2.02,2.64,1.63,0.47,0.3,2,0.03
g2,Herbivore,Male,0.82,80.28,29.68,2.02,2.64,1.63,0.47,0.45,1.68,0.03
g2,Herbivore,Male,0.82,34.18,29.68,2.02,2.64,1.63,0.47,0.45,1.68,0.03
f2,Herbivore,Male,0.82,39.51,27.53,2.02,2.06,1.63,0.47,0.12,1.68,0.03
j6,Herbivore,Male,0.85,93.95,7.24,1.48,1.91,1.63,0.47,0.3,1.68,0.03
i2,Herbivore,Male,0.82,73.03,27.53,2.02,2.06,1.63,0.56,0.12,1.68,0.03
i2,Herbivore,Male,0.76,73.03,27.53,2.02,2.06,1.63,0.56,0.12,1.94,0.03
h2,Herbivore,Male,0.76,73.03,29.58,1.73,2.06,1.63,0.56,0.52,1.94,0.03
j2,Herbivore,Male,0.76,73.03,29.58,1.73,1.71,1.63,0.56,0.52,0.7,0.03
g2,Herbivore,Female,0.23,21.13,29.58,1.73,1.71,1.63,0.17,0.3,0.62,0.03
k6,Herbivore,Male,0.85,93.95,7.24,1.48,1.71,1.63,0.17,0.3,0.62,0.03
j2,Herbivore,Female,0.23,21.13,6.17,1.64,1.71,1.63,0.17,0.27,0.55,0.03
j6,Herbivore,Male,0.85,93.95,48.43,1.48,1.79,0.52,0.19,0.3,1.17,0.03
g2,Herbivore,Male,0.7,21.13,6.17,1.64,1.71,2.82,0.17,0.27,0.55,0.03
g2,Herbivore,Male,0.7,21.13,6.17,2.26,1.64,2.82,0.17,0.27,0.78,0.03
g2,Herbivore,Male,0.7,21.13,6.17,2.68,1.64,2.82,0.17,0.27,0.78,0.03
i2,Herbivore,Male,0.7,87.84,6.17,2.68,1.64,2.82,0.17,0.27,0.83,0.03
j2,Herbivore,Male,0.7,87.84,6.17,2.68,1.64,2.82,0.17,0.27,0.83,0.03
g2,Herbivore,Male,0.9899999,80.88,39,1.03,1.59,1.74,0.13,0.4,0.83,0.03
j2,Herbivore,Male,0.7,87.84,6.17,2.68,1.75,2.82,0.17,0.45,0.83,0.03
g2,Herbivore,Male,0.7,87.84,6.17,2.67,1.59,1.74,0.49,0.4,0.83,0.03
g2,Herbivore,Male,0.7,87.84,6.17,2.67,2.56,1.74,0.49,0.4,0.83,0.03
g2,Herbivore,Male,0.7,87.84,6.17,2.56,2.56,1.74,0.49,0.4,0.83,0.03
m6,Herbivore,Male,0.85,93.95,48.43,1.48,2.56,1.74,0.49,0.14,0.83,0.03
j2,Herbivore,Male,0.7,87.84,6.17,2.56,2.56,2.79,0.55,0.29,0.83,0.03
h2,Herbivore,Male,0.7,87.84,6.17,2.56,2.84,1.74,0.13,0.4,1.65,0.03
g2,Herbivore,Male,0.7,87.84,6.17,2.56,2.84,1.74,0.13,0.4,1.65,0.03
i2,Herbivore,Male,0.7,87.84,49.69,2.56,2.75,1.74,0.13,0.4,1.65,0.03
h2,Herbivore,Male,0.7,87.84,49.69,2.56,2.75,1.74,0.7,0.4,1.65,0.03
g2,Herbivore,Male,0.7,93.95,48.43,1.48,2.56,1.74,0.49,0.14,1.42,0.03
m6,Herbivore,Male,0.85,18.29,23.75,1.48,2.56,1.74,0.49,0.14,1.42,0.03
k2,Herbivore,Male,0.7,93.95,39.29,1.03,1.59,1.74,0.13,0.18,0.83,0.03
i2,Herbivore,Male,0.7,93.95,39.29,1.03,1.59,1.74,0.13,0.18,0.83,0.03
f2,Herbivore,Female,0.3,93.95,39.29,1.03,1.59,1.74,0.13,0.18,0.83,0.03
h2,Herbivore,Female,0.3,93.95,39.29,1.03,1.59,1.74,0.13,0.18,0.83,0.03
j2,Herbivore,Female,0.3,93.95,39.29,1.03,1.59,1.74,0.13,0.33,0.83,0.03
f2,Herbivore,Female,0.24,93.95,39.29,1.03,1.59,1.74,0.5,0.4,0.83,0.03
j6,Herbivore,Male,0.85,80.88,39,1.03,1.59,1.74,0.13,0.4,0.83,0.03
l6,Herbivore,Male,0.74,96.85,39.29,2.96,1.59,1.74,0.5,0.4,0.84,0.03
j2,Herbivore,Female,0.24,93.95,28.38,2.96,1.59,1.74,0.5,0.4,0.84,0.03
j2,Herbivore,Female,0.24,93.95,28.38,2.96,1.59,1.74,0.5,0.4,0.84,0.03
g2,Herbivore,Female,0.24,93.95,28.38,2.96,1.59,1.74,0.5,0.4,0.68,0.03
i2,Herbivore,Female,0.24,93.95,45.19,1.39,1.59,1.74,0.5,0.4,0.68,0.03
k2,Herbivore,Female,0.24,93.95,45.19,1.55,1.59,1.74,0.42,0.4,0.68,0.03
j6,Herbivore,Male,0.74,96.85,39.29,2.96,1.59,1.74,0.5,0.4,0.68,0.03
f2,Herbivore,Female,0.24,93.95,45.19,1.39,1.59,1.74,0.7,0.4,0.68,0.03
g2,Herbivore,Male,1,93.95,45.19,1.55,1.59,1.74,0.5,0.4,0.68,0.03
h2,Herbivore,Female,0.24,24.19,45.19,2.84,1.97,1.74,0.5,0.64,0.68,0.03
i2,Herbivore,Female,0.24,24.19,23.43,1.26,1.97,2.96,0.23,0.64,0.68,0.03
k6,Herbivore,Female,0.01,96.85,20.26,1.26,1.97,2.96,0.23,0.64,1.8,0.03
g2,Herbivore,Female,0.24,24.19,23.43,1.26,1.97,2.96,0.23,0.64,0.68,0.03
i2,Herbivore,Female,0.33,24.19,23.43,1.26,1.97,2.96,0.23,0.64,0.68,0.03
h2,Herbivore,Female,0.33,24.19,23.43,1.26,1.97,2.96,0.23,0.64,0.68,0.03
g2,Herbivore,Male,0.75,24.19,46.29,1.26,1.97,2.96,0.45,0.42,0.68,0.03
m6,Herbivore,Female,0.01,96.85,20.26,1.26,1.97,2.96,0.45,0.49,0.68,0.03
g2,Herbivore,Male,0.75,24.19,46.29,1.26,1.97,2.96,0.47,0.42,0.68,0.03
g2,Herbivore,Male,0.75,24.19,46.29,1.62,1.97,2.96,0.47,0.42,0.68,0.03
j2,Herbivore,Male,0.75,24.19,46.29,1.62,1.37,2.96,0.47,0.42,0.68,0.03
k6,Herbivore,Male,0.82,73.82,20.26,2.31,1.97,0.82,0.35,0.49,0.68,0.03
h2,Herbivore,Male,0.75,24.19,46.29,1.77,1.37,2.45,0.57,0.42,1.54,0.03
i2,Herbivore,Male,0.75,24.19,45.82,1.77,1.37,2.45,0.46,0.42,1.54,0.03
j2,Herbivore,Male,0.75,24.19,45.82,2.06,1.37,2.45,0.46,0.42,1.54,0.03
g2,Herbivore,Male,0.75,24.19,45.82,2.06,1.37,1.32,0.46,0.46,0.65,0.03
g2,Herbivore,Male,0.75,24.19,33.6,2.06,1.37,1.05,0.46,0.46,0.65,0.03
g2,Herbivore,Male,0.75,24.19,26.13,2.06,1.37,1.05,0.65,0.66,0.65,0.03
j2,Herbivore,Male,0.82,73.82,20.26,2.31,2.58,0.82,0.21,0.49,0.68,0.03
h2,Herbivore,Male,0.82,73.82,20.26,2.31,1.97,0.82,0.35,0.49,0.68,0.03
i2,Herbivore,Male,0.82,73.82,20.26,2.31,1.97,0.82,0.35,0.49,0.68,0.03
h2,Herbivore,Male,0.82,73.82,20.26,2.31,1.97,0.82,0.35,0.49,0.63,0.03
j2,Herbivore,Female,0.08,73.82,20.26,2.31,1.97,0.82,0.35,0.34,0.63,0.03
g2,Herbivore,Female,0.43,73.82,20.26,1.55,1.59,2.26,0.5,0.4,0.68,0.03
g2,Herbivore,Female,0.43,73.82,20.26,1.55,1.59,2.26,0.58,0.4,0.68,0.03
g2,Herbivore,Female,0.43,73.82,20.26,1.55,1.59,2.26,0.58,0.4,0.68,0.03
i2,Herbivore,Female,0.43,75.3,28.63,1.55,1.59,1.74,0.5,0.4,0.68,0.03
j6,Herbivore,Male,0.82,73.82,20.26,2.31,1.59,1.74,0.5,0.19,0.68,0.03
j2,Herbivore,Female,0.06,75.3,28.63,1.55,1.53,1.74,0.12,0.4,0.81,0.03
i2,Herbivore,Female,0.06,53.84,28.63,1.55,1.59,1.74,0.5,0.4,0.68,0.03
l6,Herbivore,Male,0.86,53.84,28.63,1.55,1.59,1.74,0.5,0.4,0.68,0.03
k2,Herbivore,Female,0.06,63.09,28.63,1.55,1.59,1.74,0.5,0.4,0.68,0.03
h2,Herbivore,Female,0.06,63.09,28.63,1.55,1.59,1.74,0.5,0.43,0.68,0.03
j2,Herbivore,Female,0.06,63.09,28.63,1.55,1.59,1.74,0.5,0.43,0.68,0.03
g2,Herbivore,Female,0.06,63.09,46.35,1.55,2.59,1.64,0.5,0.43,0.68,0.03
h2,Herbivore,Female,0.06,63.09,46.35,1.55,1.11,1.64,0.5,0.4,0.68,0.03
f2,Herbivore,Female,0.06,99.98,46.35,1.55,1.11,1.84,0.5,0.4,0.68,0.03
k6,Herbivore,Male,0.86,53.84,35,1.55,1.11,1.84,0.5,0.4,0.68,0.03
i2,Herbivore,Female,0.06,66.63,46.35,1.02,1.11,1.84,0.5,0.4,0.68,0.03
f2,Herbivore,Female,0.06,66.63,46.35,1.02,1.6,1.84,0.5,0.43,0.68,0.03
i2,Herbivore,Male,0.78,66.63,46.35,1.55,1.11,1.84,0.5,0.4,0.68,0.03
g2,Herbivore,Male,0.78,66.63,46.35,1.55,1.59,1.74,0.61,0.4,0.68,0.03
n6,Herbivore,Male,0.86,53.84,46.35,1.55,1.59,1.74,0.61,0.4,1.67,0.03
j6,Herbivore,Male,0.86,53.84,46.35,1.55,1.59,1.74,0.13,0.4,0.68,0.03
j2,Herbivore,Male,0.78,66.63,46.35,1.55,2.63,1.74,0.37,0.4,0.58,0.03
j2,Herbivore,Male,0.78,66.63,29.58,1.55,1.53,1.74,0.37,0.4,0.58,0.03
g2,Herbivore,Male,1,93.95,45.19,1.55,1.59,1.74,0.34,0.65,1.78,0.03
l6,Herbivore,Male,0.86,53.84,46.35,1.55,1.59,1.74,0.13,0.4,0.68,0.03
m6,Herbivore,Male,0.86,53.84,31.47,1.55,1.59,1.74,0.13,0.4,0.68,0.03
h2,Herbivore,Male,0.78,66.63,29.58,1.55,1.53,2.34,0.37,0.4,0.58,0.03
g2,Herbivore,Male,0.78,14.48,29.58,1.55,1.53,2.34,0.37,0.6,1.31,0.03
f2,Herbivore,Male,0.78,14.48,29.58,1.55,2.13,1.47,0.37,0.6,1.31,0.03
l2,Herbivore,Male,1,93.95,10.58,1.55,2,2.47,0.34,0.28,0.68,0.03
g2,Herbivore,Female,0.06,14.48,29.58,1.55,2.13,1.47,0.34,0.6,1.31,0.03
l2,Herbivore,Female,0.06,14.48,29.58,1.55,2.13,0.68,0.34,0.6,1.31,0.03
h2,Herbivore,Female,0.06,14.48,29.58,1.55,1.59,1.74,0.13,0.4,0.68,0.03
j2,Herbivore,Female,0.06,14.48,29.58,2.06,1.59,1.74,0.13,0.4,1.53,0.03
j2,Herbivore,Male,0.96,53.84,22.53,1.55,1.59,2.76,0.13,0.4,0.68,0.03
h2,Herbivore,Male,1,93.95,10.58,1.55,2,2.47,0.34,0.28,0.68,0.03
j2,Herbivore,Female,0.22,93.95,10.58,2.72,2,0.86,0.34,0.09999999,0.68,0.03
g2,Herbivore,Female,0.22,41.33,10.58,2.72,2,0.86,0.34,0.09999999,0.68,0.03
j2,Herbivore,Female,0.22,20.22,30.58,2.72,2,0.86,0.34,0.4,0.68,0.03
j2,Herbivore,Female,0.22,53.84,25.59,1.68,1.59,1.74,0.39,0.4,0.68,0.03
g2,Herbivore,Female,0.22,74.09,25.34,1.68,1.59,1.74,0.53,0.4,0.68,0.03
k2,Herbivore,Female,0.06,74.09,42.22,1.68,1.59,1.74,0.45,0.4,0.68,0.03
l6,Herbivore,Male,0.88,53.84,31.47,1.55,1.59,1.74,0.13,0.4,1.15,0.03
j6,Herbivore,Male,0.88,53.84,31.47,1.55,1.59,1.74,0.45,0.38,1.59,0.03
i2,Herbivore,Female,0.06,42.92,42.22,1.68,1.59,1.74,0.35,0.4,0.68,0.03
h2,Herbivore,Female,0.06,42.92,17.97,1.68,1.59,1.74,0.35,0.4,0.68,0.03
h2,Herbivore,Female,0.06,42.92,31.47,1.55,1.59,2.89,0.45,0.38,1.74,0.03
h2,Herbivore,Female,0.06,17.78,31.47,1.55,1.59,1.03,0.45,0.38,0.7,0.03
f2,Herbivore,Female,0.06,71.74,31.47,1.55,2.77,1.03,0.36,0.38,0.7,0.03
k2,Herbivore,Female,0.06,25.22,31.47,1.55,1.98,0.92,0.36,0.21,1.59,0.03
g2,Herbivore,Male,0.94,53.84,49.68,1.22,1.59,1.74,0.43,0.38,0.98,0.03
n6,Herbivore,Male,0.88,53.84,31.47,1.55,1.59,2.47,0.7,0.28,0.68,0.03
j6,Herbivore,Male,0.9,53.84,31.47,1.55,1.59,2.47,0.43,0.38,0.98,0.03
h2,Herbivore,Male,0.94,71.18,8.23,1.22,1.59,1.74,0.43,0.38,0.98,0.03
j2,Herbivore,Male,0.54,71.18,8.23,1.22,1.59,1.74,0.43,0.38,1.29,0.03
j2,Herbivore,Male,0.54,13.05,8.23,1.22,1.59,1.74,0.43,0.38,1.29,0.03
g2,Herbivore,Male,0.54,13.05,8.23,1.22,1.09,1.74,0.43,0.38,1.74,0.03
g2,Herbivore,Male,0.54,23.63,8.23,1.22,1.09,1.74,0.29,0.38,1.74,0.03
h2,Herbivore,Male,0.54,23.63,8.23,1.22,1.09,1.74,0.29,0.38,0.68,0.03
